year,fac_no,name,beg_date,end_date,county_name,type_centrl,patient_days,tot_hc_rev,tot_hc_exp,nonhc_net,inc_tax,ext_item,net_income
2012,206190238,WHITTIER NURSING AND WELLNESS CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,10390,1664697,1299553,-202284,0,0,162860
2011,206190238,WHITTIER NURSING AND WELLNESS CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,11164,1471945,1317204,-107446,0,0,47295
2015,206190248,DREIER'S NURSING CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,17853,5046647,5132570,0,800,-140000,53277
2014,206190248,DREIER'S NURSING CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,18233,4475273,4711045,0,4433,-300329,60124
2013,206190248,DREIER'S NURSING CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,18239,4685290,4558609,0,5153,0,121528
2012,206190248,DREIER'S NURSING CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,17706,4674987,4599319,6,4568,0,71106
2011,206190248,DREIER'S NURSING CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,17929,4793553,4602528,276,3726,0,187575
2015,206190250,LOTUS CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,14082,5301689,4405720,0,572,0,895397
2014,206190250,LOTUS CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,13851,4733309,4181078,0,560,-181241,732912
2013,206190250,LOTUS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,13691,3963512,4492422,0,-2929,-15850,-510131
2012,206190250,LOTUS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,14281,3967417,3906463,0,-18021,0,78975
2011,206190250,LOTUS CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,13712,3750458,3067368,0,0,0,683090
2015,206190251,ARARAT CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Not-for-Profit,15168,3524923,3217320,189,0,0,307792
2014,206190251,ARARAT CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Not-for-Profit,15152,3007663,3048610,450,0,0,-40497
2013,206190251,ARARAT CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Not-for-Profit,15300,2887526,2938352,1750,0,0,-49076
2012,206190251,ARARAT CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Not-for-Profit,15364,3021835,2840322,-625,0,0,180888
2011,206190251,ARARAT CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Not-for-Profit,15309,2858573,2734367,1375,0,0,125581
2015,206190253,THE EARLWOOD,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,26932,7380691,7717352,0,0,0,-336661
2014,206190253,THE EARLWOOD,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,26128,7693764,8249405,0,0,0,-555641
2013,206190253,THE EARLWOOD,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,27032,7896817,8013991,0,0,0,-117174
2012,206190253,THE EARLWOOD,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,26674,7993049,7493244,0,0,0,499805
2011,206190253,THE EARLWOOD,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,27412,8720649,7081273,0,0,0,1639376
2015,206190255,INFINITY CARE OF EAST LOS ANGELES,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,34022,7946154,7828448,22,3989,0,113739
2014,206190255,INFINITY CARE OF EAST LOS ANGELES,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,32785,8130033,7847791,35,6000,0,276277
2013,206190255,INFINITY CARE OF EAST LOS ANGELES,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,33821,8214936,7612939,0,3500,0,598497
2012,206190255,INFINITY CARE OF EAST LOS ANGELES,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,34672,8451435,7232523,0,0,0,1218912
2011,206190255,INFINITY CARE OF EAST LOS ANGELES,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,32396,8092913,7508279,0,800,0,583834
2015,206190259,SHORELINE HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,24950,8352914,7621909,302,296179,0,435128
2014,206190259,SHORELINE HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,24903,7569440,6799819,836,312034,0,458423
2013,206190259,SHORELINE HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,24188,7258545,6089880,201,473391,0,695475
2012,206190259,SHORELINE HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,24473,6942039,5909529,-23175,408781,0,600554
2011,206190259,SHORELINE HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,24281,6211895,5621649,4542,240889,0,353899
2015,206190261,EDGEWATER SKILLED NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,27255,9473038,9400554,1711,0,0,74195
2014,206190261,EDGEWATER SKILLED NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,26505,9053219,8712095,15434,800,0,355758
2013,206190261,EDGEWATER SKILLED NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,27079,9060916,8709714,50,1600,4,349648
2012,206190261,EDGEWATER SKILLED NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,27737,9215947,8195106,19023,800,-4788,1043852
2011,206190261,EDGEWATER SKILLED NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,27346,9738233,8133247,19287,-9731,0,1634004
2015,206190262,EDGEWOOD CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,33178,5205818,4239825,10599,0,0,976592
2014,206190262,EDGEWOOD CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,33700,5336780,4421228,0,0,0,915552
2013,206190262,EDGEWOOD CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,35006,5740034,4174224,0,0,0,1565810
2012,206190262,EDGEWOOD CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,34905,5741287,4256865,0,0,0,1484422
2011,206190262,EDGEWOOD CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,34481,5602487,4244553,0,0,0,1357934
2015,206190263,EISENHOWER HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,24050,5578320,5644707,-3364,0,0,-69751
2014,206190263,EISENHOWER HEALTHCARE CENTER,1/1/2014 0:00,9/30/2014 0:00,Los Angeles,Investor Owned,18509,4371556,4395208,0,800,0,-24452
2013,206190263,EISENHOWER HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,19364,4205538,4480708,0,0,0,-275170
2012,206190263,EISENHOWER HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,20655,4667438,4600477,0,800,0,66161
2011,206190263,EISENHOWER HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,20506,4588214,4399581,0,800,0,187833
2015,206190265,CAMELLIA GARDENS CARE CENTER,4/1/2014 0:00,3/31/2015 0:00,Los Angeles,Investor Owned,26122,7623489,7333940,356609,0,0,646158
2014,206190265,CAMELLIA GARDENS CARE CENTER,4/1/2013 0:00,3/31/2014 0:00,Los Angeles,Investor Owned,25491,7706868,7841306,29231,0,0,-105207
2013,206190265,CAMELLIA GARDENS CARE CENTER,4/1/2012 0:00,3/31/2013 0:00,Los Angeles,Investor Owned,23112,6853087,6931092,-39073,0,0,-117078
2012,206190265,CAMELLIA GARDENS CARE CENTER,4/1/2011 0:00,3/31/2012 0:00,Los Angeles,Investor Owned,24371,7636853,7848784,118887,0,0,-93044
2011,206190265,CAMELLIA GARDENS CARE CENTER,4/1/2010 0:00,3/31/2011 0:00,Los Angeles,Investor Owned,23788,7141063,6634290,84476,0,0,591249
2015,206190266,EL ENCANTO HEALTHCARE AND HABILITATION CENTER,7/1/2014 0:00,6/30/2015 0:00,Los Angeles,Not-for-Profit,59225,13067397,14270054,0,0,0,-1202657
2014,206190266,EL ENCANTO HEALTHCARE AND HABILITATION CENTER,7/1/2013 0:00,6/30/2014 0:00,Los Angeles,Not-for-Profit,57890,12900708,14079725,232,0,0,-1178785
2013,206190266,EL ENCANTO HEALTHCARE AND HABILITATION CENTER,7/1/2012 0:00,6/30/2013 0:00,Los Angeles,Governmental,60034,13859500,14529235,3448,0,0,-666287
2012,206190266,EL ENCANTO HEALTHCARE AND HABILITATION CENTER,7/1/2011 0:00,6/30/2012 0:00,Los Angeles,Governmental,61703,13703594,14370133,2000,0,0,-664539
2011,206190266,EL ENCANTO HEALTHCARE AND HABILITATION CENTER,7/1/2010 0:00,6/30/2011 0:00,Los Angeles,Governmental,62893,13949129,14573054,758,0,0,-623167
2015,206190267,EL MONTE CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,29537,5655413,5348397,106,3681,0,303441
2014,206190267,EL MONTE CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,28805,5305484,5294536,0,4481,0,6467
2013,206190267,EL MONTE CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,28996,5317908,5516800,0,800,0,-199692
2012,206190267,EL MONTE CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,30876,5568828,5456557,0,6964,0,105307
2011,206190267,EL MONTE CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,31636,5856879,5394973,0,6397,1,455508
2015,206190268,RAMONA NURSING & REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,50454,16118714,15031473,-3,57750,0,1029488
2014,206190268,RAMONA NURSING & REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,49888,15527551,13567295,3664,-5503,0,1969423
2013,206190268,RAMONA NURSING & REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,51178,15210869,13805712,0,65969,1,1339187
2012,206190268,RAMONA NURSING & REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,52333,16022170,12817550,222,27683,-23218,3200377
2011,206190268,RAMONA NURSING & REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,51040,13904364,11852975,1406,73346,0,1979449
2015,206190269,HUNTINGTON HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,34255,6702042,6834560,0,12840,0,-145358
2014,206190269,HUNTINGTON HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,33779,5794610,6185624,0,12590,0,-403604
2013,206190269,HUNTINGTON HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,33925,7198989,7228844,0,0,0,-29855
2012,206190269,HUNTINGTON HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,32434,5961276,5661802,0,0,0,299474
2011,206190269,HUNTINGTON HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,25220,4512901,4646390,0,0,0,-133489
2015,206190270,ROSE GARDEN CONVALESCENT CENTER,11/1/2014 0:00,10/31/2015 0:00,Los Angeles,Investor Owned,32985,7846643,7247185,0,0,0,599458
2014,206190270,ROSE GARDEN CONVALESCENT CENTER,11/1/2013 0:00,10/31/2014 0:00,Los Angeles,Investor Owned,31846,7791567,7793222,0,0,0,-1655
2013,206190270,ROSE GARDEN CONVALESCENT CENTER,11/1/2012 0:00,10/31/2013 0:00,Los Angeles,Investor Owned,29317,7278021,6867555,-172280,0,0,238186
2012,206190270,ROSE GARDEN CONVALESCENT CENTER,11/1/2011 0:00,10/31/2012 0:00,Los Angeles,Investor Owned,29719,7123772,6826762,-71424,0,0,225586
2011,206190270,ROSE GARDEN CONVALESCENT CENTER,11/1/2010 0:00,10/31/2011 0:00,Los Angeles,Investor Owned,31858,7027215,7645007,289746,0,0,-328046
2015,206190275,ELMCREST CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,30805,8069531,8636299,0,0,0,-566768
2014,206190275,ELMCREST CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,30918,8121215,8291709,0,0,0,-170494
2013,206190275,ELMCREST CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,30078,8147354,8355351,0,0,0,-207997
2012,206190275,ELMCREST CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,30219,8105489,7874042,0,0,0,231447
2011,206190275,ELMCREST CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,30884,8652015,7585757,0,0,0,1066258
2015,206190276,ROYAL TERRACE HEALTH CARE,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,19872,3482686,3509360,0,0,0,-26674
2014,206190276,ROYAL TERRACE HEALTH CARE,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,19316,3622778,3463228,0,3400,0,156150
2013,206190276,ROYAL TERRACE HEALTH CARE,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,19669,3247254,3110763,0,0,0,136491
2012,206190276,ROYAL TERRACE HEALTH CARE,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,19171,3061909,3123326,0,0,0,-61417
2011,206190276,ROYAL TERRACE HEALTH CARE,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,20076,3423264,3084473,0,0,0,338791
2015,206190277,ELMS CONVALESCENT HOSPITAL,7/1/2014 0:00,6/30/2015 0:00,Los Angeles,Investor Owned,17938,3899513,3971027,39827,800,0,-32487
2014,206190277,ELMS CONVALESCENT HOSPITAL,7/1/2013 0:00,6/30/2014 0:00,Los Angeles,Investor Owned,17497,3789534,3810606,2388,800,0,-19484
2013,206190277,ELMS CONVALESCENT HOSPITAL,7/1/2012 0:00,6/30/2013 0:00,Los Angeles,Investor Owned,17464,3901087,3886171,-37866,800,0,-23750
2012,206190277,ELMS CONVALESCENT HOSPITAL,7/1/2011 0:00,6/30/2012 0:00,Los Angeles,Investor Owned,17610,3945779,3797599,-85108,10695,0,52377
2011,206190277,ELMS CONVALESCENT HOSPITAL,7/1/2010 0:00,6/30/2011 0:00,Los Angeles,Investor Owned,17842,3674800,3652416,-30137,800,0,-8553
2015,206190278,DRIFTWOOD HEALTHCARE CENTER,3/1/2014 0:00,2/28/2015 0:00,Los Angeles,Investor Owned,32632,11474338,9960009,1276,12590,0,1503015
2014,206190278,DRIFTWOOD HEALTHCARE CENTER,3/1/2013 0:00,2/28/2014 0:00,Los Angeles,Investor Owned,32871,11831260,10065305,200470,12173,0,1954252
2013,206190278,DRIFTWOOD HEALTHCARE CENTER,3/1/2012 0:00,2/28/2013 0:00,Los Angeles,Investor Owned,31767,10924024,9353670,-158772,17472,0,1394110
2012,206190278,DRIFTWOOD HEALTHCARE CENTER,3/1/2011 0:00,2/29/2012 0:00,Los Angeles,Investor Owned,32402,10738521,8980489,82511,0,0,1840543
2011,206190278,DRIFTWOOD HEALTHCARE CENTER,8/3/2010 0:00,2/28/2011 0:00,Los Angeles,Investor Owned,18612,6067680,4926084,0,1933,0,1139663
2015,206190279,PACIFIC PALMS HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,31987,7643184,7661989,48587,0,0,29782
2014,206190279,PACIFIC PALMS HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,29784,6895625,7277764,59,0,0,-382080
2013,206190279,PACIFIC PALMS HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,29773,7347112,7241796,0,0,0,105316
2012,206190279,PACIFIC PALMS HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,29536,7034091,7243236,250,0,0,-208895
2011,206190279,PACIFIC PALMS HEALTHCARE,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,33228,7371411,7539173,291,12590,0,-180061
2015,206190282,REGENCY OAKS POST ACUTE CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,29341,6922227,7424134,24,12590,0,-514473
2014,206190282,REGENCY OAKS POST ACUTE CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,31047,7392512,6922584,0,12590,0,457338
2013,206190282,REGENCY OAKS POST ACUTE CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,28722,5707818,7181930,0,12590,0,-1486702
2012,206190282,REGENCY OAKS POST ACUTE CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,30286,6243432,6884614,0,12590,0,-653772
2011,206190282,REGENCY OAKS POST ACUTE CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,30043,6451045,7182314,18,12590,0,-743841
2015,206190283,HELEN EVANS HOME,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,14813,2742522,1964792,29,0,0,777759
2014,206190283,HELEN EVANS HOME,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,14879,2413268,1733451,40,0,0,679857
2013,206190283,HELEN EVANS HOME,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,15184,2615846,2035584,0,1010,0,579252
2012,206190283,HELEN EVANS HOME,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,15116,2660559,2302257,0,0,-1,358303
2011,206190283,HELEN EVANS HOME,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,14889,2603689,2318380,0,800,0,284509
2015,206190285,BALDWIN GARDENS NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,21025,5263960,5113754,0,12838,0,137368
2014,206190285,BALDWIN GARDENS NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,20781,4723799,4716465,0,4367,0,2967
2013,206190285,BALDWIN GARDENS NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,20799,4583002,4575080,0,6000,0,1922
2012,206190285,BALDWIN GARDENS NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,20949,4501751,4388757,0,2473,0,110521
2011,206190285,BALDWIN GARDENS NURSING CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,21154,4528280,4412275,0,5980,0,110025
2015,206190287,WINDSOR GARDENS CONV CTR OF LG BEACH,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,67877,18513313,17937465,359,12590,0,563617
2014,206190287,WINDSOR GARDENS CONV CTR OF LG BEACH,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,68496,17155589,17213712,1307,12574,0,-69390
2013,206190287,WINDSOR GARDENS CONV CTR OF LG BEACH,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,66623,16852068,17356133,0,0,0,-504065
2012,206190287,WINDSOR GARDENS CONV CTR OF LG BEACH,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,67069,22227805,16861047,0,0,0,5366758
2011,206190287,WINDSOR GARDENS CONV CTR OF LG BEACH,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,69304,16634362,15928622,0,0,0,705740
2015,206190290,ST. VINCENT HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,26358,6830070,6349707,11859,0,0,492222
2014,206190290,ST. VINCENT HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,21488,6027463,5679570,1985,0,0,349878
2013,206190290,ST. VINCENT HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,26068,6217394,5836906,179,0,0,380667
2012,206190290,ST. VINCENT HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,26876,6910030,7184685,0,0,0,-274655
2011,206190290,ST. VINCENT HEALTHCARE,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,27116,6216335,4967686,311,0,0,1248960
2015,206190293,PINE GROVE HEALTHCARE & WELLNESS CENTRE,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,26122,7930649,7188390,4646,0,0,746905
2014,206190293,PINE GROVE HEALTHCARE & WELLNESS CENTRE,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,26721,8205537,7298443,-41099,800,0,865195
2013,206190293,PINE GROVE HEALTHCARE & WELLNESS CENTRE,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,26783,8192678,7083271,-49086,761,0,1059560
2012,206190293,PINE GROVE HEALTHCARE & WELLNESS CENTRE,6/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,15279,4214459,3677725,68,0,0,536802
2011,206190293,PINE GROVE HEALTHCARE & WELLNESS CENTRE,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,23770,4472535,4183816,0,0,0,288719
2015,206190294,FIRESIDE CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,21248,10488333,10040724,5706,-4737,0,458052
2014,206190294,FIRESIDE CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,22516,9800828,9224441,0,13502,0,562885
2013,206190294,FIRESIDE CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,22367,9123219,9011885,86,25626,-8,85802
2012,206190294,FIRESIDE CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,22366,9083850,8265436,22,14216,-81651,885871
2011,206190294,FIRESIDE CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,22239,8196982,7461294,7148,4080,0,738756
2015,206190295,PAVILION ON PICO HEALTHCARE & WELLNESS CENTRE,10/31/2014 0:00,4/30/2015 0:00,Los Angeles,Investor Owned,9586,3167317,2976781,-800,0,0,189736
2014,206190295,PAVILION ON PICO HEALTHCARE & WELLNESS CENTRE,1/1/2014 0:00,10/30/2014 0:00,Los Angeles,Investor Owned,16370,5432288,5188264,2005,0,0,246029
2013,206190295,PAVILION ON PICO HEALTHCARE & WELLNESS CENTRE,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,19242,6053945,5960619,145,0,0,93471
2012,206190295,PAVILION ON PICO HEALTHCARE & WELLNESS CENTRE,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,19927,6659035,6261597,135,0,0,397573
2011,206190295,PAVILION ON PICO HEALTHCARE & WELLNESS CENTRE,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,19073,6695045,5990976,395,0,0,704464
2015,206190299,SAN FERNANDO POST ACUTE HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,70044,22396146,21542645,18055,12590,0,858966
2014,206190299,SAN FERNANDO POST ACUTE HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,70922,20544845,21152482,-8044,0,0,-615681
2013,206190299,SAN FERNANDO POST ACUTE HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,68627,20013994,20647022,-71342,12590,0,-716960
2012,206190299,SAN FERNANDO POST ACUTE HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,69656,20417778,20178328,60661,12590,0,287521
2011,206190299,SAN FERNANDO POST ACUTE HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,69757,21430781,19689406,16974,12590,0,1745759
2015,206190301,LIGHTHOUSE HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,53779,13287840,12989192,-23009,12590,0,263049
2014,206190301,LIGHTHOUSE HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,52689,13676399,13293516,-153,12590,0,370140
2013,206190301,LIGHTHOUSE HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Los Angeles,Investor Owned,52963,14922022,13052844,109332,12590,0,1965920
2012,206190301,LIGHTHOUSE HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Los Angeles,Investor Owned,52446,14697644,13058347,-595048,14490,0,1029759
2011,206190301,LIGHTHOUSE HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Los Angeles,Investor Owned,52754,14276161,12663853,127,12590,0,1599845
2015,206190302,FOUNTAIN VIEW SUBACUTE & NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Los Angeles,Investor Owned,32965,12053795,12532787,0,0,0,-478992
2014,206190302,FOUNTAIN VIEW SUBACUTE & NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Los Angeles,Investor Owned,33904,12015930,11790415,0,0,0,225515
